"Wykaz refundowanych leków, srodków spozywczych specjalnego przeznaczenia zywieniowego oraz wyrobów medycznych.",,,,,,,,,,,,,
1. Leki refundowane dostepne w aptece na recepte w ca_ym zakresie zarejestrowanych wskazan i przeznaczen lub we wskazaniu okreslonym stanem klinicznym,,,,,,,,,,,,,
lp,Substancja czynna,"Nazwa, posta_ i dawka leku, _rodka spo_ywczego specjalnego przeznaczenia _ywieniowego albo wyrobu medycznego",Zawarto__ opakowania,Kod EAN lub inny kod odpowiadaj_cy kodowi EAN,Termin wej_cia w _ycie decyzji,Okres obowi_zywania decyzji,Grupa limitowa,Urz_dowa cena zbytu,Cena detaliczna,Wysoko__ limitu finansowania,Zakres wskaza_ obj_tych refundacj_,Poziom odp_atno_ci,Wysoko__ dop_aty _wiadczeniobiorcy
2460,Topiramatum,"Symtopiram, tabl. powl., 100 mg",28 tabl.,5909990644070,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",32.26,43.59,43.59,Padaczka oporna na leczenie,rycza_t,3.2
2461,Topiramatum,"Symtopiram, tabl. powl., 50  mg",28 tabl.,5909990644094,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",18.14,25.35,25.35,Padaczka oporna na leczenie,rycza_t,3.2
2462,Topiramatum,"Symtopiram, tabl. powl., 25 mg",28 tabl.,5909990644124,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",10.63,15.16,15.16,Padaczka oporna na leczenie,rycza_t,3.2
2463,Topiramatum,"TORAMAT, tabl. , 25 mg",30 tabl. (3 blist.po 10 szt.),5909990671472,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",11.88,16.66,16.3,Padaczka oporna na leczenie,rycza_t,3.56
2464,Topiramatum,"TORAMAT, tabl. , 50 mg",30 tabl. (3 blist.po 10 szt.),5909990671489,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",19.44,26.97,26.97,Padaczka oporna na leczenie,rycza_t,3.2
2465,Topiramatum,"TORAMAT, tabl. , 100 mg",30 tabl. (3 blist.po 10 szt.),5909990671496,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",34.56,46.38,46.38,Padaczka oporna na leczenie,rycza_t,3.2
2466,Topiramatum,"TORAMAT, tabl. , 200 mg",30 tabl. (3 blist.po 10 szt.),5909990671502,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",64.8,82.73,82.73,Padaczka oporna na leczenie,rycza_t,3.2
2467,Topiramatum,"Topamax, tabl. powl., 25 mg",28 tabl. (butel.),5909990758814,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",11.72,16.32,15.21,Padaczka oporna na leczenie,rycza_t,4.31
2468,Topiramatum,"Topamax, tabl. powl., 50 mg",28 tabl. (butel.),5909990758913,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",23.44,31.01,30.42,Padaczka oporna na leczenie,rycza_t,3.79
2469,Topiramatum,"Topamax, tabl. powl., 100 mg",28 tabl. (butel.),5909990759019,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",46.87,59.23,59.23,Padaczka oporna na leczenie,rycza_t,3.2
2470,Topiramatum,"Topamax, tabl. powl., 200 mg",28 tabl. (butel.),5909990759118,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",93.64,113.26,113.26,Padaczka oporna na leczenie,rycza_t,3.2
2471,Topiramatum,"Topamax, kaps. , 15 mg",60 kaps. (pojemnik),5909990861514,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",15.67,21.21,19.56,Padaczka oporna na leczenie,rycza_t,4.85
2472,Topiramatum,"Topamax, kaps. , 25 mg",60 kaps. (pojemnik),5909990861613,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",26.13,34.12,32.59,Padaczka oporna na leczenie,rycza_t,4.73
2473,Topiramatum,"TopiLEK 100, tabl. powl., 0,1 g",28 tabl. (butel.),5909990740802,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",25.92,36.8,36.8,Padaczka oporna na leczenie,rycza_t,3.2
2474,Topiramatum,"TopiLEK 200, tabl. powl., 2 g",28 tabl. (butel.),5909990740819,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",51.84,68.54,68.54,Padaczka oporna na leczenie,rycza_t,3.2
2475,Topiramatum,"TopiLEK 25, tabl. powl., 0,025 g",28 tabl. (butel.),5909990740789,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",6.48,10.72,10.72,Padaczka oporna na leczenie,rycza_t,3.2
2476,Topiramatum,"TopiLEK 50, tabl. powl., 0,05 g",28 tabl. (butel.),5909990740796,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",12.96,19.8,19.8,Padaczka oporna na leczenie,rycza_t,3.2
2477,Topiramatum,"Topigen, tabl. powl., 25 miligram",28 tabl. (2 blist.po 14 szt.),5909990743377,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",10.63,15.16,15.16,Padaczka oporna na leczenie,rycza_t,3.2
2478,Topiramatum,"Topigen, tabl. powl., 50 miligram",28 tabl. (2 blist.po 14 szt.),5909990743384,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",18.14,25.35,25.35,Padaczka oporna na leczenie,rycza_t,3.2
2479,Topiramatum,"Topigen, tabl. powl., 100 miligram",28 tabl. (2 blist.po 14 szt.),5909990743391,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",32.26,43.59,43.59,Padaczka oporna na leczenie,rycza_t,3.2
2480,Topiramatum,"Topigen, tabl. powl., 200 miligram",28 tabl. (2 blist.po 14 szt.),5909990743407,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",60.45,77.75,77.75,Padaczka oporna na leczenie,rycza_t,3.2
2481,Topiramatum,"Topimatil, tabl. powl., 25 mg",28 tabl. (2 blist.po 14 szt.),5909990676545,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",12.85,17.53,15.21,Padaczka oporna na leczenie,rycza_t,5.52
2482,Topiramatum,"Topimatil, tabl. powl., 50 mg",28 tabl. (2 blist.po 14 szt.),5909990676552,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",23.54,31.12,30.42,Padaczka oporna na leczenie,rycza_t,3.9
2483,Topiramatum,"Topimatil, tabl. powl., 100 mg",28 tabl. (4 blist.po 7 szt.),5909990676569,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",43.18,55.27,55.27,Padaczka oporna na leczenie,rycza_t,3.2
2484,Topiramatum,"Topimatil, tabl. powl., 200 mg",28 tabl. (4 blist.po 7 szt.),5909990676576,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",80.46,99.17,99.17,Padaczka oporna na leczenie,rycza_t,3.2
2485,Topiramatum,"Topiran 100mg, tabl. powl., 100 mg",60 tabl.,5909990744992,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",51.84,68.87,68.87,Padaczka oporna na leczenie,rycza_t,3.2
2486,Topiramatum,"Topiran 100mg, tabl. powl., 100 mg",30 tabl. ,5909990763368,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",25.92,37.13,37.13,Padaczka oporna na leczenie,rycza_t,3.2
2487,Topiramatum,"Topiran 200mg, tabl. powl., 200 mg",60 tabl.,5909990745005,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",103.68,128.33,128.33,Padaczka oporna na leczenie,rycza_t,4.27
2488,Topiramatum,"Topiran 200mg, tabl. powl., 200 mg",30 tabl. ,5909990763344,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",51.84,68.87,68.87,Padaczka oporna na leczenie,rycza_t,3.2
2489,Topiramatum,"Topiran 25mg, tabl. powl., 25 mg",60 tabl.,5909990744978,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",12.96,20.04,20.04,Padaczka oporna na leczenie,rycza_t,3.2
2490,Topiramatum,"Topiran 25mg, tabl. powl., 25 mg",30 tabl.,5909990763375,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",6.48,10.88,10.88,Padaczka oporna na leczenie,rycza_t,3.2
2491,Topiramatum,"Topiran 50mg, tabl. powl., 50 mg",60 tabl.,5909990744985,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",25.92,37.13,37.13,Padaczka oporna na leczenie,rycza_t,3.2
2492,Topiramatum,"Topiran 50mg, tabl. powl., 50 mg",30 tabl. ,5909990763351,2012-01-01,2 lata,"164.0, Leki przeciwpadaczkowe do stosowania doustnego - topiramat",12.96,20.04,20.04,Padaczka oporna na leczenie,rycza_t,3.2
2493,Torasemidum,"TRIFAS 10, tabl. , 10 mg",30 tabl.,5909990471324,2012-01-01,2 lata,"37.0, Leki moczop_dne - p_tlowe ",18.47,20.47,2.46,Udokumentowana niewydolno__ serca w klasach NYHA III – NYHA IV po udokumentowanym niepowodzeniu leczenia furosemidem,30%,18.75
2494,Tramadolum,"ADAMON SR 100, kaps. o przed_u_onym uwalnianiu, 100 mg",50 kaps. (5 blist.po 10 szt.),5909990936137,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",35.86,45.6,40.37,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,17.34
2495,Tramadolum,"ADAMON SR 100, kaps. o przed_u_onym uwalnianiu, 100 mg",50 kaps. (5 blist.po 10 szt.),5909990936137,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",35.86,45.6,40.37,Nowotwory z_o_liwe,bezp_atny,5.23
2496,Tramadolum,"ADAMON SR 150, kaps. o przed_u_onym uwalnianiu, 150 mg",50 kaps. (5 blist.po 10 szt.),5909990936236,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",52.97,65.91,60.55,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,23.53
2497,Tramadolum,"ADAMON SR 150, kaps. o przed_u_onym uwalnianiu, 150 mg",50 kaps. (5 blist.po 10 szt.),5909990936236,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",52.97,65.91,60.55,Nowotwory z_o_liwe,bezp_atny,5.36
2498,Tramadolum,"ADAMON SR 200, kaps. o przed_u_onym uwalnianiu, 200 mg",50 kaps. (5 blist.po 10 szt.),5909990936335,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",67.99,83.56,80.73,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,27.05
2499,Tramadolum,"ADAMON SR 200, kaps. o przed_u_onym uwalnianiu, 200 mg",50 kaps. (5 blist.po 10 szt.),5909990936335,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",67.99,83.56,80.73,Nowotwory z_o_liwe,bezp_atny,2.83
2500,Tramadolum,"ADAMON SR 50, kaps. o przed_u_onym uwalnianiu, 50 mg",50 kaps. (5 blist.po 10 szt.),5909990936038,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",18.74,24.7,20.18,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,10.57
2501,Tramadolum,"ADAMON SR 50, kaps. o przed_u_onym uwalnianiu, 50 mg",50 kaps. (5 blist.po 10 szt.),5909990936038,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",18.74,24.7,20.18,Nowotwory z_o_liwe,bezp_atny,4.52
2502,Tramadolum,"Noax Uno , tabl. o przed_u_onym uwalnianiu, 300 mg",10 tabl.,5909990570799,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",20.48,27.2,24.22,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,10.25
2503,Tramadolum,"Noax Uno , tabl. o przed_u_onym uwalnianiu, 300 mg",10 tabl.,5909990570799,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",20.48,27.2,24.22,Nowotwory z_o_liwe,bezp_atny,2.98
2504,Tramadolum,"Noax Uno , tabl. o przed_u_onym uwalnianiu, 300 mg",30 tabl. (3 blist.po 10 szt.),5909990570812,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",61.43,75.91,72.66,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,25.05
2505,Tramadolum,"Noax Uno , tabl. o przed_u_onym uwalnianiu, 300 mg",30 tabl. (3 blist.po 10 szt.),5909990570812,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",61.43,75.91,72.66,Nowotwory z_o_liwe,bezp_atny,3.25
2506,Tramadolum,"Noax Uno , tabl. o przed_u_onym uwalnianiu, 100 mg",30 tabl. (3 blist.po 10 szt.),5909990571086,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",19.33,25.97,24.22,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,9.02
2507,Tramadolum,"Noax Uno , tabl. o przed_u_onym uwalnianiu, 100 mg",30 tabl. (3 blist.po 10 szt.),5909990571086,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",19.33,25.97,24.22,Nowotwory z_o_liwe,bezp_atny,1.75
2508,Tramadolum,"Noax Uno , tabl. o przed_u_onym uwalnianiu, 200 mg",10 tabl.,5909990571314,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",14.04,19.05,16.15,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,7.75
2509,Tramadolum,"Noax Uno , tabl. o przed_u_onym uwalnianiu, 200 mg",10 tabl.,5909990571314,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",14.04,19.05,16.15,Nowotwory z_o_liwe,bezp_atny,2.9
2510,Tramadolum,"Noax Uno , tabl. o przed_u_onym uwalnianiu, 200 mg",30 tabl. (3 blist.po 10 szt.),5909990571338,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",37.8,48.63,48.44,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,14.72
2511,Tramadolum,"Noax Uno , tabl. o przed_u_onym uwalnianiu, 200 mg",30 tabl. (3 blist.po 10 szt.),5909990571338,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",37.8,48.63,48.44,Nowotwory z_o_liwe,bezp_atny,0.19
2512,Tramadolum,"ORATRAM 100, tabl. o przed_u_onym uwalnianiu, 100 mg",10 tabl. (blister),5909990634354,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",5.56,8.34,8.07,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,2.69
2513,Tramadolum,"ORATRAM 100, tabl. o przed_u_onym uwalnianiu, 100 mg",10 tabl. (blister),5909990634354,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",5.56,8.34,8.07,Nowotwory z_o_liwe,bezp_atny,0.27
2514,Tramadolum,"ORATRAM 100, tabl. o przed_u_onym uwalnianiu, 100 mg",30 tabl. (3 blist.po 10 szt.),5909990634378,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",17.17,23.66,23.66,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,7.1
2515,Tramadolum,"ORATRAM 100, tabl. o przed_u_onym uwalnianiu, 100 mg",30 tabl. (3 blist.po 10 szt.),5909990634378,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",17.17,23.66,23.66,Nowotwory z_o_liwe,bezp_atny,0
2516,Tramadolum,"ORATRAM 100, tabl. o przed_u_onym uwalnianiu, 100 mg",50 tabl. (5 blist.po 10 szt.),5909990634392,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",28.62,37.86,37.86,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,11.36
2517,Tramadolum,"ORATRAM 100, tabl. o przed_u_onym uwalnianiu, 100 mg",50 tabl. (5 blist.po 10 szt.),5909990634392,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",28.62,37.86,37.86,Nowotwory z_o_liwe,bezp_atny,0
2518,Tramadolum,"ORATRAM 150, tabl. o przed_u_onym uwalnianiu, 150 mg",10 tabl. (blister),5909990634231,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",9.18,13.17,12.11,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,4.69
2519,Tramadolum,"ORATRAM 150, tabl. o przed_u_onym uwalnianiu, 150 mg",10 tabl. (blister),5909990634231,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",9.18,13.17,12.11,Nowotwory z_o_liwe,bezp_atny,1.06
2520,Tramadolum,"ORATRAM 150, tabl. o przed_u_onym uwalnianiu, 150 mg",30 tabl. (3 blist.po 10 szt.),5909990634255,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",27.32,36,36,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,10.8
2521,Tramadolum,"ORATRAM 150, tabl. o przed_u_onym uwalnianiu, 150 mg",30 tabl. (3 blist.po 10 szt.),5909990634255,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",27.32,36,36,Nowotwory z_o_liwe,bezp_atny,0
2522,Tramadolum,"ORATRAM 150, tabl. o przed_u_onym uwalnianiu, 150 mg",50 tabl. (5 blist.po 10 szt.),5909990634279,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",45.36,57.77,57.77,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,17.33
2523,Tramadolum,"ORATRAM 150, tabl. o przed_u_onym uwalnianiu, 150 mg",50 tabl. (5 blist.po 10 szt.),5909990634279,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",45.36,57.77,57.77,Nowotwory z_o_liwe,bezp_atny,0
2524,Tramadolum,"ORATRAM 200, tabl. o przed_u_onym uwalnianiu, 200 mg",10 tabl. (blister),5909990634293,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",11.34,16.16,16.15,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,4.86
2525,Tramadolum,"ORATRAM 200, tabl. o przed_u_onym uwalnianiu, 200 mg",10 tabl. (blister),5909990634293,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",11.34,16.16,16.15,Nowotwory z_o_liwe,bezp_atny,0.01
2526,Tramadolum,"ORATRAM 200, tabl. o przed_u_onym uwalnianiu, 200 mg",30 tabl. (3 blist.po 10 szt.),5909990634316,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",34.02,44.59,44.59,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,13.38
2527,Tramadolum,"ORATRAM 200, tabl. o przed_u_onym uwalnianiu, 200 mg",30 tabl. (3 blist.po 10 szt.),5909990634316,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",34.02,44.59,44.59,Nowotwory z_o_liwe,bezp_atny,0
2528,Tramadolum,"ORATRAM 200, tabl. o przed_u_onym uwalnianiu, 200 mg",50 tabletek,5909990634330,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",56.16,70.9,70.9,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,21.27
2529,Tramadolum,"ORATRAM 200, tabl. o przed_u_onym uwalnianiu, 200 mg",50 tabletek,5909990634330,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",56.16,70.9,70.9,Nowotwory z_o_liwe,bezp_atny,0
2530,Tramadolum,"Poltram, kaps., 50 mg",20 kaps. (blist.),5909990968718,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",8.06,11.01,8.07,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,5.36
2531,Tramadolum,"Poltram, kaps., 50 mg",20 kaps. (blist.),5909990968718,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",8.06,11.01,8.07,Nowotwory z_o_liwe,bezp_atny,2.94
2532,Tramadolum,"Poltram, krople doustne, roztwór, 100 mg/ ml",10 ml,5909990969012,2012-01-01,2 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - p_ynne postacie farmaceutyczne",9.68,13.04,8.49,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,7.1
2533,Tramadolum,"Poltram, krople doustne, roztwór, 100 mg/ ml",10 ml,5909990969012,2012-01-01,2 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - p_ynne postacie farmaceutyczne",9.68,13.04,8.49,Nowotwory z_o_liwe,bezp_atny,4.55
2534,Tramadolum,"Poltram, krople doustne, roztwór, 100 mg/ ml",96 ml,5909990969029,2012-01-01,2 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - p_ynne postacie farmaceutyczne",76.81,93.68,81.47,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,36.65
2535,Tramadolum,"Poltram, krople doustne, roztwór, 100 mg/ ml",96 ml,5909990969029,2012-01-01,2 lata,"153.4, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - p_ynne postacie farmaceutyczne",76.81,93.68,81.47,Nowotwory z_o_liwe,bezp_atny,12.21
2536,Tramadolum,"Poltram 100, roztwór do wstrzykiwa_, 50 mg/ ml",5 amp.a 2ml,5909990968916,2012-01-01,2 lata,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego",6.08,8.95,8.95,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,2.69
2537,Tramadolum,"Poltram 100, roztwór do wstrzykiwa_, 50 mg/ ml",5 amp.a 2ml,5909990968916,2012-01-01,2 lata,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego",6.08,8.95,8.95,Nowotwory z_o_liwe,bezp_atny,0
2538,Tramadolum,"Poltram 50, roztwór do wstrzykiwa_, 50 mg/ ml",5 amp.a 1ml,5909990968817,2012-01-01,2 lata,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego",4.17,5.76,4.47,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,2.63
2539,Tramadolum,"Poltram 50, roztwór do wstrzykiwa_, 50 mg/ ml",5 amp.a 1ml,5909990968817,2012-01-01,2 lata,"153.2, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania pozajelitowego",4.17,5.76,4.47,Nowotwory z_o_liwe,bezp_atny,1.29
2540,Tramadolum,"Poltram Retard 100, tabl. o przed_u_onym uwalnianiu, 100 mg",10 tabl.,5909990967612,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",8.58,11.57,8.07,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,5.92
2541,Tramadolum,"Poltram Retard 100, tabl. o przed_u_onym uwalnianiu, 100 mg",10 tabl.,5909990967612,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",8.58,11.57,8.07,Nowotwory z_o_liwe,bezp_atny,3.5
2542,Tramadolum,"Poltram Retard 100, tabl. o przed_u_onym uwalnianiu, 100 mg",30 tabl. (3 blist.po 10 szt.),5909990967629,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",23.91,30.87,24.22,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,13.92
2543,Tramadolum,"Poltram Retard 100, tabl. o przed_u_onym uwalnianiu, 100 mg",30 tabl. (3 blist.po 10 szt.),5909990967629,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",23.91,30.87,24.22,Nowotwory z_o_liwe,bezp_atny,6.65
2544,Tramadolum,"Poltram Retard 100, tabl. o przed_u_onym uwalnianiu, 100 mg",50 tabl. (5 blist.po 10 szt.),5909990967636,2012-01-01,2 lata,"153.3, Opioidowe leki przeciwbólowe - tramadol - postacie do podawania doustnego - sta_e postacie farmaceutyczne",35.58,45.3,40.37,We wszystkich zarejestrowanych wskazaniach na dzie_ wydania decyzji,30%,17.04
